所属概念数量,股票代码,market_code,所属概念,code
14.0,300062.SZ,33,智能电网;充电桩;储能;绿色电力;光伏概念;高压快充;高铁;福建自贸区;海峡两岸;一带一路;锂电池概念;机器人概念;宁德时代概念;新能源汽车,300062
13.0,300693.SZ,33,数据中心(AIDC);高压快充;虚拟电厂;充电桩;换电概念;储能;专精特新;宁德时代概念;比亚迪概念;新能源汽车;锂电池概念;深股通;融资融券,300693
12.0,600348.SH,17,煤炭概念;超超临界发电;国企改革;氢能源;钠离子电池;风电;碳纤维;TOPCON电池;储能;光伏概念;沪股通;融资融券,600348
22.0,300588.SZ,33,智慧政务;华为鲲鹏;网络安全;时空大数据;信创;数据安全;人脸识别;AI应用;数据要素;智慧城市;安防;数字经济;人工智能;DeepSeek概念;独角兽概念;机器视觉;东数西算(算力);专精特新;华为概念;西部大开发;新疆振兴;股权转让(并购重组),300588
13.0,002219.SZ,33,民营医院;养老概念;三胎概念;智能医疗;创新药;西部大开发;AI应用;DeepSeek概念;人工智能;AI智能体;机器人概念;深股通;融资融券,002219
42.0,300365.SZ,33,电力物联网;虚拟电厂;智能电网;智慧政务;MLOps概念;信创;光伏建筑一体化;数据要素;智慧城市;时空大数据;鸿蒙概念;华为数字能源;换电概念;空间计算;AI智能体;在线教育;物联网;AI应用;AIGC概念;东数西算(算力);职业教育;数字经济;DeepSeek概念;人工智能;碳中和;数据中心(AIDC);水利;储能;风电;工业互联网;碳交易;华为概念;京津冀一体化;柔性直流输电;特高压;低空经济;养老概念;无人机;机器视觉;氢能源;燃料电池;一带一路,300365
16.0,300095.SZ,33,航空发动机;成飞概念;大飞机;军工;商业航天;高端装备;无人机;减速器;海工装备;新型工业化;机器人概念;人形机器人;新能源汽车;水利;一带一路;风电,300095
15.0,600184.SH,17,光纤概念;共封装光学(CPO);国产航母;AI眼镜;军工;军民融合;专精特新;无人机;机器视觉;机器人概念;人形机器人;央企国企改革;国企改革;沪股通;融资融券,600184
6.0,688231.SH,17,3D打印;航空发动机;军工;高铁;军民融合;融资融券,688231
36.0,300925.SZ,33,华为盘古;华为鲲鹏;信创;ChatGPT概念;华为昇腾;数字货币;智谱AI;鸿蒙概念;AI智能体;数据要素;AI应用;AIGC概念;抖音概念(字节概念);互联网金融;区块链;腾讯概念;车联网(车路协同);阿里巴巴概念;小红书概念;快手概念;数字经济;蚂蚁集团概念;DeepSeek概念;人工智能;华为概念;东数西算(算力);无人驾驶;智能座舱;无人机;比亚迪概念;创投;特斯拉概念;粤港澳大湾区;一带一路;深股通;融资融券,300925
10.0,002150.SZ,33,风电;储能;充电桩;乡村振兴;光伏概念;一带一路;农机;人民币贬值受益;深股通;融资融券,002150
9.0,600737.SH,17,农业种植;新疆振兴;乡村振兴;国企改革;西部大开发;央企国企改革;沪股通;融资融券;中字头股票,600737
10.0,600215.SH,17,数字经济;人工智能;装配式建筑;智能物流;新型工业化;机器人概念;物业管理;人民币贬值受益;特斯拉概念;新能源汽车,600215
18.0,300327.SZ,33,汽车芯片;MCU芯片;芯片概念;消费电子概念;OLED;智能穿戴;物联网;汽车电子;储能;无人机;锂电池概念;柔性屏(折叠屏);机器人概念;家用电器;智能家居;深股通;股权转让(并购重组);融资融券,300327
5.0,920942.BJ,151,水利;天然气;高端装备;融资融券;专精特新,920942
5.0,920221.BJ,151,高压快充;融资融券;新能源汽车;减速器;专精特新,920221
16.0,688320.SH,17,人形机器人;工业母机;新型工业化;机器人概念;比亚迪概念;传感器;专精特新;工业互联网;人工智能;华为概念;宁德时代概念;富士康概念;锂电池概念;芯片概念;沪股通;融资融券,688320
3.0,920371.BJ,151,2025年报预增;预制菜;融资融券,920371
13.0,920060.BJ,151,商业航天;一带一路;无人驾驶;毫米波雷达;共封装光学(CPO);充电桩;AI PC;机器人概念;融资融券;消费电子概念;汽车电子;家用电器;PCB概念,920060
6.0,920204.BJ,151,锂电池概念;融资融券;核污染防治;光伏概念;专精特新;PET铜箔,920204
7.0,000631.SZ,33,物业管理;绿色电力;风电;储能;证金持股;深股通;融资融券,000631
14.0,600893.SH,17,国产航母;航空发动机;大飞机;军工;无人机;低空经济;高端装备;数据中心(AIDC);央企国企改革;西部大开发;国企改革;同花顺漂亮100;沪股通;融资融券,600893
41.0,600633.SH,17,数据确权;算力租赁;多模态AI;云计算;智慧政务;华为昇腾;AI视频;区块链;AI智能体;AIGC概念;百度概念;AI应用;NFT概念;手机游戏;鸿蒙概念;数据要素;阿里巴巴概念;腾讯概念;电子竞技;网络游戏;元宇宙;DeepSeek概念;数字经济;智慧城市;东数西算(算力);文化传媒概念;智能医疗;人工智能;独角兽概念;旅游概念;创投;养老概念;体育产业;华为概念;共同富裕示范区;数据中心(AIDC);国企改革;绿色电力;证金持股;沪股通;融资融券,600633
23.0,301112.SZ,33,新型工业化;一体化压铸;长安汽车概念;机器视觉;智能物流;机器人概念;比亚迪概念;高端装备;人民币贬值受益;新能源汽车;工业互联网;粤港澳大湾区;无人机;军工;航空发动机;汽车电子;光伏概念;储能;芯片概念;MCU芯片;汽车芯片;股权转让(并购重组);融资融券,301112
2.0,001376.SZ,33,碳中和;深股通,001376
13.0,000962.SZ,33,芯片概念;超级电容;商业航天;超导概念;航空发动机;3D打印;可控核聚变;小金属概念;核电;央企国企改革;西部大开发;国企改革;深股通,000962
7.0,600546.SH,17,煤炭概念;超超临界发电;高股息精选;航运概念;国企改革;沪股通;融资融券,600546
2.0,600966.SH,17,沪股通;融资融券,600966
9.0,601118.SH,17,海南自贸区;农业种植;碳中和;乡村振兴;国企改革;可降解塑料;军工;融资融券;沪股通,601118
5.0,600053.SH,22,ST板块;PPP概念;跨境电商;创投;人形机器人,600053
11.0,300822.SZ,33,人脸识别;AIGC概念;智能家居;跨境电商;人工智能;人民币贬值受益;机器视觉;粤港澳大湾区;宠物经济;锂电池概念;深股通,300822
9.0,600581.SH,22,特钢概念;ST板块;国企改革;一带一路;西部大开发;新疆振兴;央企国企改革;风电;煤炭概念,600581
31.0,301169.SZ,33,华为昇腾;苹果概念;华为概念;阿里巴巴概念;云计算;信创;腾讯概念;元宇宙;数据安全;时空大数据;数字孪生;AI智能体;数据确权;AIGC概念;云办公;智慧政务;数据要素;鸿蒙概念;人工智能;智慧城市;烟草;DeepSeek概念;蚂蚁集团概念;数字经济;数字乡村;财税数字化;互联网金融;跨境电商;一带一路;跨境支付(CIPS);融资融券,301169
12.0,003009.SZ,33,军民融合;商业航天;军工;无人机;可控核聚变;专精特新;央企国企改革;西部大开发;光伏概念;国企改革;中字头股票;深股通,003009
28.0,002195.SZ,33,脑机接口;AIGC概念;AI语料;元宇宙;AI应用;百度概念;区块链;多模态AI;AI智能体;阿里巴巴概念;短剧游戏;腾讯概念;网络安全;鸿蒙概念;网络游戏;人工智能;云计算;智能医疗;DeepSeek概念;华为概念;创投;机器人概念;无人驾驶;人形机器人;数据中心(AIDC);AI PC;融资融券;深股通,002195
7.0,002638.SZ,33,储能;智慧灯杆;人民币贬值受益;智慧城市;华为概念;车联网(车路协同);5G,002638
10.0,920781.BJ,151,人工智能;可控核聚变;高端装备;西部大开发;融资融券;核电;核污染防治;天然气;军工;专精特新,920781
8.0,920009.BJ,151,专精特新;基因测序;猴痘概念;流感;宠物经济;人工智能;新股与次新股;融资融券,920009
6.0,920701.BJ,151,专精特新;智能穿戴;融资融券;消费电子概念;华为概念;小米概念,920701
8.0,688512.SH,17,国家大基金持股;芯片概念;5G;专精特新;物联网;人民币贬值受益;沪股通;融资融券,688512
8.0,001326.SZ,33,物联网;智能家居;人民币贬值受益;充电桩;粤港澳大湾区;一带一路;储能;融资融券,001326
12.0,002053.SZ,33,超超临界发电;绿色电力;天然气;页岩气;风电;国企改革;储能;证金持股;西部大开发;钠离子电池;深股通;融资融券,002053
21.0,603088.SH,17,液冷服务器;数据中心(AIDC);专精特新;汽车热管理;小米概念;比亚迪概念;芯片概念;新型工业化;高端装备;空气能热泵;机器人概念;新能源汽车;工业母机;特斯拉概念;宁德时代概念;锂电池概念;氢能源;动力电池回收;国企改革;沪股通;融资融券,603088
20.0,000050.SZ,33,电子纸;MicroLED概念;柔性屏(折叠屏);MiniLED;智能座舱;虚拟现实;智能穿戴;OLED;汽车电子;小米概念;苹果概念;消费电子概念;智能家居;华为概念;芯片概念;碳中和;国企改革;央企国企改革;深股通;融资融券,000050
3.0,920765.BJ,151,跨境电商;融资融券;人民币贬值受益,920765
17.0,300650.SZ,33,传感器;芯片概念;5G;小米概念;智慧灯杆;汽车电子;华为概念;无线耳机;物联网;比亚迪概念;存储芯片;机器人概念;智慧城市;MiniLED;元宇宙;海峡两岸;人民币贬值受益,300650
14.0,300661.SZ,33,存储芯片;汽车芯片;共封装光学(CPO);OLED;芯片概念;汽车电子;消费电子概念;无线耳机;传感器;专精特新;锂电池概念;人工智能;融资融券;深股通,300661
9.0,603786.SH,17,无人驾驶;比亚迪概念;新能源汽车;车联网(车路协同);传感器;专精特新;汽车电子;融资融券;沪股通,603786
7.0,001311.SZ,33,一体化压铸;机器人概念;比亚迪概念;特斯拉概念;新能源汽车;减速器;深股通,001311
6.0,002578.SZ,33,国企改革;海峡两岸;宁德时代概念;新能源汽车;光伏概念;5G,002578
6.0,300069.SZ,33,特高压;燃料电池;智能电网;商业航天;核电;文化传媒概念,300069
17.0,002178.SZ,33,智慧政务;鸿蒙概念;AI智能体;数据要素;智慧城市;AI应用;家庭医生;物联网;安防;DeepSeek概念;人工智能;华为概念;智能医疗;数据中心(AIDC);养老概念;碳中和;医疗器械概念,002178
24.0,300698.SZ,33,华为昇腾;英伟达概念;无人驾驶;算力租赁;云计算;车联网(车路协同);百度概念;东数西算(算力);卫星导航;数据要素;物联网;阿里巴巴概念;比亚迪概念;数据中心(AIDC);人工智能;智能医疗;液冷服务器;DeepSeek概念;5G;网约车;智能物流;一带一路;光纤概念;深股通,300698
13.0,000012.SZ,33,特斯拉概念;硅能源;建筑节能;汽车电子;军工;消费电子概念;一带一路;光伏概念;OLED;雄安新区;光伏建筑一体化;深股通;融资融券,000012
13.0,600930.SH,17,绿色电力;风电;央企国企改革;国企改革;氢能源;储能;核电;一带一路;注册制次新股;东数西算(算力);人工智能;新股与次新股;融资融券,600930
3.0,001299.SZ,33,天然气;西部大开发;物联网,001299
16.0,601778.SH,17,算力租赁;东数西算(算力);虚拟电厂;数据中心(AIDC);绿色电力;光伏建筑一体化;碳交易;风电;阿里巴巴概念;储能;腾讯概念;光伏概念;碳中和;氢能源;沪股通;融资融券,601778
7.0,603901.SH,17,减速器;人形机器人;新型工业化;机器视觉;机器人概念;2025年报预增;沪股通,603901
3.0,001259.SZ,33,露营经济;家用电器;净水概念,001259
22.0,300460.SZ,33,安防;抖音概念(字节概念);元宇宙;星闪概念;机器人概念;小米概念;海工装备;专精特新;华为概念;无人机;DeepSeek概念;比亚迪概念;数据中心(AIDC);AI眼镜;华为海思概念股;卫星导航;商业航天;汽车电子;芯片概念;苹果概念;ST板块;共封装光学(CPO),300460
7.0,920018.BJ,151,柔性直流输电;水利;数字经济;特高压;新能源汽车;新股与次新股;融资融券,920018
8.0,002034.SZ,33,生物质能发电;绿色电力;垃圾分类;固废处理;动力电池回收;PPP概念;融资融券;深股通,002034
20.0,688529.SH,17,新型工业化;人形机器人;长安汽车概念;机器人概念;机器视觉;智能物流;特斯拉概念;燃料电池;比亚迪概念;新能源汽车;小米汽车;高端装备;人工智能;小米概念;DeepSeek概念;华为概念;锂电池概念;氢能源;固态电池;融资融券,688529
4.0,920002.BJ,151,融资融券;机器人概念;人形机器人;专精特新,920002
10.0,301329.SZ,33,海峡两岸;储能;光伏概念;卫星导航;新能源汽车;商业航天;消费电子概念;5G;光纤概念;融资融券,301329
7.0,000983.SZ,33,煤炭概念;煤化工概念;国企改革;深股通;融资融券;小金属概念;人形机器人,000983
6.0,300819.SZ,33,PCB概念;机器人概念;人民币贬值受益;固态电池;氢能源;体育产业,300819
6.0,300878.SZ,33,流感;肝炎概念;民营医院;创新药;医药电商;融资融券,300878
4.0,920110.BJ,151,融资融券;智能家居;横琴新区;专精特新,920110
19.0,301516.SZ,33,换电概念;充电桩;新型工业化;低空经济;粤港澳大湾区;核电;燃料电池;光伏概念;储能;比亚迪概念;高压快充;氢能源;新能源汽车;两轮车;5G;国企改革;深股通;中字头股票;融资融券,301516
23.0,600203.SH,17,智能音箱;柔性屏(折叠屏);华为手机;智能穿戴;MiniLED;无线耳机;消费电子概念;小米概念;汽车电子;智能家居;智慧灯杆;华为概念;智能座舱;机器人概念;5G;无人机;海峡两岸;卫星导航;抖音概念(字节概念);福建自贸区;国企改革;融资融券;沪股通,600203
24.0,002560.SZ,33,柔性直流输电;特高压;成飞概念;智能电网;海工装备;风电;军民融合;大飞机;数据中心(AIDC);军工;雅下水电概念;充电桩;无人机;光伏概念;储能;医疗器械概念;一带一路;专精特新;2025年报预增;碳中和;2026一季报预增;新能源汽车;机器人概念;融资融券,002560
28.0,002334.SZ,33,芯片概念;液冷服务器;数据中心(AIDC);稀土永磁;核电;光伏概念;人形机器人;比亚迪概念;物联网;充电桩;工业母机;换电概念;新型工业化;低空经济;机器人概念;工业互联网;新能源汽车;储能;燃料电池;海工装备;粤港澳大湾区;百度概念;风电;氢能源;锂电池概念;光伏建筑一体化;深股通;融资融券,002334
22.0,688360.SH,17,人形机器人;新型工业化;机器人概念;数字孪生;物联网;专精特新;华为概念;高端装备;Web3.0;人工智能;阿里巴巴概念;智能物流;数字经济;宁德时代概念;锂电池概念;储能;拼多多概念;跨境电商;冷链物流;统一大市场;沪股通;融资融券,688360
10.0,301002.SZ,33,智慧灯杆;人形机器人;机器人概念;数据中心(AIDC);商业航天;智慧城市;光伏概念;储能;体育产业;融资融券,301002
18.0,300590.SZ,33,车联网(车路协同);AI智能体;信创;智慧城市;人工智能;物联网;工业互联网;智能座舱;卫星导航;无人驾驶;智能物流;5G;芯片概念;WiFi 6;专精特新;人民币贬值受益;两轮车;深股通,300590
