所属概念数量,所属概念,股票代码,market_code,code
24.0,液冷服务器;小米汽车;数据中心(AIDC);汽车热管理;东数西算(算力);华为汽车;长安汽车概念;人形机器人;特斯拉概念;充电桩;低空经济;比亚迪概念;新能源汽车;工业互联网;机器人概念;小米概念;宁德时代概念;储能;燃料电池;创投;回购增持再贷款概念;氢能源;深股通;融资融券,002126.SZ,33,002126
42.0,钠离子电池;动力电池回收;固态电池;两轮车;盐湖提锂;锂电池概念;石墨烯;虚拟电厂;储能;新型烟草(电子烟);换电概念;金属回收;高压快充;深股通;粤港澳大湾区;数字经济;数据中心(AIDC);创投;DeepSeek概念;新能源汽车;一带一路;工业互联网;低空经济;无线耳机;人工智能;数字孪生;智能家居;华为概念;无人机;小米概念;无线充电;机器人概念;华为手机;虚拟现实;星闪概念;智能音箱;消费电子概念;苹果概念;AI眼镜;智能穿戴;汽车电子;融资融券,300207.SZ,33,300207
4.0,创新药;2025年报预增;沪股通;融资融券,688578.SH,17,688578
4.0,钠离子电池;2025年报预增;碳中和;储能,003027.SZ,33,003027
4.0,高股息精选;福建自贸区;海峡两岸;沪股通,601187.SH,17,601187
6.0,东数西算(算力);粤港澳大湾区;智能物流;统一大市场;融资融券;深股通,002930.SZ,33,002930
12.0,氢能源;钠离子电池;锂电池概念;融资融券;石墨电极;石墨烯;燃料电池;比亚迪概念;宁德时代概念;固态电池;储能;一带一路,920185.BJ,151,920185
15.0,创新药;医药电商;减肥药;细胞免疫治疗;肝炎概念;医美概念;合成生物;宠物经济;证金持股;医疗器械概念;智能医疗;冷链物流;人工智能;深股通;融资融券,000963.SZ,33,000963
10.0,物业管理;土地流转;装配式建筑;京津冀一体化;国企改革;跨境电商;福建自贸区;一带一路;海峡两岸;深股通,000797.SZ,33,000797
19.0,固态电池;宁德时代概念;锂电池概念;比亚迪概念;钠离子电池;专精特新;消费电子概念;华为概念;粤港澳大湾区;燃料电池;机器人概念;人形机器人;高端装备;存储芯片;钙钛矿电池;氢能源;回购增持再贷款概念;MicroLED概念;融资融券,688573.SH,17,688573
22.0,存储芯片;MCU芯片;汽车芯片;PCB概念;芯片概念;汽车电子;传感器;物联网;商业航天;专精特新;2026一季报预增;AI智能体;注册制次新股;工业互联网;机器人概念;数据要素;人工智能;DeepSeek概念;智能物流;深股通;新股与次新股;融资融券,301563.SZ,33,301563
28.0,装配式建筑;新型城镇化;冰雪产业;房屋检测;回购增持再贷款概念;高铁;一带一路;核电;石墨烯;海工装备;水利;地下管网;同花顺中特估100;雄安新区;光伏建筑一体化;高股息精选;数字经济;同花顺漂亮100;建筑节能;光伏概念;乡村振兴;储能;绿色电力;抽水蓄能;数据中心(AIDC);充电桩;深股通;融资融券,002271.SZ,33,002271
5.0,预制菜;共同富裕示范区;IP经济(谷子经济);长三角一体化;虚拟数字人,603237.SH,17,603237
6.0,化肥;生物质能发电;注册制次新股;专精特新;融资融券;新股与次新股,603334.SH,17,603334
29.0,快手概念;小红书概念;短剧游戏;AIGC概念;抖音概念(字节概念);百度概念;腾讯概念;AI应用;云计算;文化传媒概念;元宇宙;阿里巴巴概念;数据要素;区块链;职业教育;人工智能;DeepSeek概念;IP经济(谷子经济);国资云;数据中心(AIDC);长安汽车概念;体育产业;横琴新区;创投;粤港澳大湾区;跨境电商;国企改革;深股通;融资融券,002400.SZ,33,002400
3.0,流感;生物疫苗;融资融券,688670.SH,17,688670
13.0,医药电商;仿制药一致性评价;眼科医疗;创新药;水泥概念;养老概念;猴痘概念;国企改革;回购增持再贷款概念;绿色电力;2025年报预增;核电;融资融券,600668.SH,17,600668
7.0,智能医疗;人工智能;医疗器械概念;DeepSeek概念;专精特新;低空经济;融资融券,688329.SH,17,688329
9.0,小米汽车;特斯拉概念;新能源汽车;锂电池概念;储能;小米概念;宁德时代概念;沪股通;融资融券,603210.SH,17,603210
9.0,化肥;氢能源;生态农业;农村电商;ST板块;粮食概念;医疗废物处理;乡村振兴;天然气,002496.SZ,33,002496
6.0,创新药;医药电商;流感;三胎概念;融资融券;沪股通,600976.SH,17,600976
17.0,柔性直流输电;特高压;智能电网;核电;风电;充电桩;数字孪生;储能;央企国企改革;工业互联网;高端装备;DeepSeek概念;机器人概念;一带一路;国企改革;沪股通;融资融券,600312.SH,17,600312
17.0,宠物经济;三胎概念;文化传媒概念;拼多多概念;跨境电商;虚拟数字人;AIGC概念;AI应用;DeepSeek概念;数字经济;阿里巴巴概念;人工智能;回购增持再贷款概念;粤港澳大湾区;虚拟现实;2025年报预增;深股通,003010.SZ,33,003010
4.0,乡村振兴;回购增持再贷款概念;2025年报预增;股权转让(并购重组),603151.SH,17,603151
5.0,物业管理;化债概念(AMC概念);国企改革;统一大市场;融资融券,600622.SH,17,600622
11.0,金属铜;融资融券;金属回收;特斯拉概念;汽车拆解概念;新能源汽车;文化传媒概念;华为汽车;动力电池回收;充电桩;ERP概念,920030.BJ,151,920030
9.0,文化传媒概念;无人零售;AI语料;上海国企改革;独角兽概念;创投;国企改革;融资融券;沪股通,600825.SH,17,600825
1.0,共同富裕示范区,605500.SH,17,605500
21.0,NFT概念;手机游戏;电子竞技;网络游戏;IP经济(谷子经济);文化传媒概念;元宇宙;云游戏;AI应用;抖音概念(字节概念);腾讯概念;跨境电商;鸿蒙概念;三胎概念;人工智能;数字货币;横琴新区;粤港澳大湾区;华为概念;人民币贬值受益;深股通,300043.SZ,33,300043
5.0,注册制次新股;京津冀一体化;智能物流;新股与次新股;融资融券,001220.SZ,33,001220
18.0,水利;PPP概念;新型城镇化;ETC;一带一路;西部大开发;土地流转;人工智能;AI智能体;2025年报预增;国企改革;新疆振兴;商业航天;风电;智慧灯杆;卫星导航;融资融券;深股通,002941.SZ,33,002941
14.0,智能电网;物联网;充电桩;职业教育;核电;数字经济;数据中心(AIDC);机器人概念;风电;新能源汽车;宁德时代概念;高股息精选;深股通;融资融券,002441.SZ,33,002441
27.0,人形机器人;特斯拉概念;飞行汽车(eVTOL);航空发动机;机器人概念;比亚迪概念;新能源汽车;家用电器;低空经济;小米概念;工业互联网;无人机;阿里巴巴概念;军工;华为概念;DeepSeek概念;智能家居;风电;核电;储能;数据中心(AIDC);沪股通;融资融券;海工装备;光伏建筑一体化;氢能源;一带一路,600580.SH,17,600580
4.0,医药电商;宠物经济;上海国企改革;国企改革,600833.SH,17,600833
3.0,创新药;沪股通;融资融券,688176.SH,17,688176
3.0,专精特新;沪股通;融资融券,688758.SH,17,688758
6.0,海工装备;核电;垃圾分类;人民币贬值受益;回购增持再贷款概念;融资融券,301468.SZ,33,301468
12.0,细胞免疫治疗;生物疫苗;合成生物;医疗器械概念;基因测序;智能医疗;机器人概念;DeepSeek概念;独角兽概念;华为概念;融资融券;深股通,300171.SZ,33,300171
7.0,网红经济;三胎概念;跨境电商;拼多多概念;乡村振兴;创投;抖音概念(字节概念),605136.SH,17,605136
22.0,数字经济;ST板块;数据要素;国企改革;粤港澳大湾区;高端装备;网络安全;新型工业化;储能;锂电池概念;新能源汽车;机器视觉;华为概念;宁德时代概念;石墨烯;钠离子电池;固态电池;数据中心(AIDC);算力租赁;无线耳机;消费电子概念;先进封装,300173.SZ,33,300173
2.0,共同富裕示范区;长三角一体化,002247.SZ,33,002247
14.0,F5G概念;共封装光学(CPO);6G概念;华为手机;汽车电子;消费电子概念;专精特新;无人驾驶;小米概念;虚拟现实;华为概念;2025年报预增;深股通;融资融券,301183.SZ,33,301183
21.0,免税店;预制菜;白酒概念;网红经济;冰雪产业;物业管理;露营经济;IP经济(谷子经济);参股银行;跨境电商;文化传媒概念;国企改革;创投;电子竞技;一带一路;数字经济;人工智能;低空经济;黄金概念;深股通;融资融券,000501.SZ,33,000501
28.0,华为欧拉;云计算;智慧政务;华为鲲鹏;鸿蒙概念;信创;网络安全;多模态AI;DRG/DIP;AI应用;在线教育;智慧城市;数字孪生;数字经济;DeepSeek概念;人工智能;虚拟现实;华为概念;独角兽概念;数据中心(AIDC);机器人概念;专精特新;智能医疗;智能电网;光伏概念;国企改革;深股通;融资融券,300290.SZ,33,300290
3.0,装配式建筑;雄安新区;智能家居,603385.SH,17,603385
14.0,快手概念;小红书概念;AIGC概念;虚拟数字人;AI应用;拼多多概念;抖音概念(字节概念);AI智能体;阿里巴巴概念;腾讯概念;人工智能;网红经济;跨境电商;深股通,300792.SZ,33,300792
4.0,白酒概念;国企改革;深股通;融资融券,000596.SZ,33,000596
11.0,脑机接口;人民币贬值受益;芬太尼;幽门螺杆菌概念;医疗器械概念;辅助生殖;猴痘概念;流感;肝炎概念;沪股通;融资融券,688767.SH,17,688767
3.0,医疗器械概念;人民币贬值受益;沪股通,605369.SH,17,605369
7.0,乳业;网红经济;乡村振兴;生态农业;宠物经济;西部大开发;国企改革,002910.SZ,33,002910
8.0,减速器;无人驾驶;特斯拉概念;专精特新;新能源汽车;一带一路;深股通;融资融券,301398.SZ,33,301398
7.0,注册制次新股;智能电网;风电;专精特新;深股通;新股与次新股;融资融券,301668.SZ,33,301668
2.0,国企改革;证金持股,300321.SZ,33,300321
1.0,融资融券,301088.SZ,33,301088
16.0,NMN概念;医美概念;重组蛋白;仿制药一致性评价;生物疫苗;养老概念;合成生物;减肥药;民营医院;CRO概念;工业大麻;创新药;西部大开发;国企改革;深股通;融资融券,000813.SZ,33,000813
3.0,代糖概念;染料;维生素,603968.SH,17,603968
14.0,智慧城市;区块链;人工智能;独角兽概念;ETC;网络安全;医疗器械概念;华为概念;粮食概念;合成生物;数据中心(AIDC);智能电网;特高压;摘帽,002316.SZ,33,002316
9.0,ERP概念;人民币贬值受益;人工智能;AI应用;跨境电商;智能物流;DeepSeek概念;深股通;融资融券,301381.SZ,33,301381
22.0,PCB概念;6G概念;5G;固态电池;宁德时代概念;锂电池概念;商业航天;无人机;新能源汽车;军工;2025年报预增;海工装备;风电;燃料电池;污水处理;氢能源;一带一路;央企国企改革;深股通;国企改革;中字头股票;融资融券,002080.SZ,33,002080
23.0,储能;人造肉;PEEK材料;可降解塑料;富士康概念;小米概念;比亚迪概念;丙烯酸;锂电池概念;新能源汽车;充电桩;华为概念;风电;环氧丙烷;人形机器人;机器人概念;碳纤维;足球概念;华为汽车;体育产业;医美概念;融资融券;深股通,002768.SZ,33,002768
7.0,光伏概念;海峡两岸;合成生物;宠物经济;POE胶膜;摘帽;股权转让(并购重组),002868.SZ,33,002868
11.0,智能医疗;医疗器械概念;宠物经济;人工智能;水利;人民币贬值受益;机器人概念;专精特新;核电;深股通;融资融券,301602.SZ,33,301602
6.0,绿色电力;储能;光伏概念;芯片概念;融资融券;深股通,300763.SZ,33,300763
6.0,可降解塑料;消毒剂;专精特新;共同富裕示范区;锂电池概念;融资融券,301212.SZ,33,301212
24.0,短剧游戏;文化传媒概念;AIGC概念;IP经济(谷子经济);抖音概念(字节概念);在线教育;AI应用;腾讯概念;智慧政务;语音技术;人工智能;DeepSeek概念;数字乡村;人脸识别;数字经济;数字孪生;虚拟现实;旅游概念;养老概念;东数西算(算力);宠物经济;国企改革;深股通;融资融券,301262.SZ,33,301262
18.0,数据中心(AIDC);专精特新;高压快充;小米概念;光伏概念;新能源汽车;宁德时代概念;华为概念;储能;特斯拉概念;充电桩;华为汽车;2025年报预增;小米汽车;风电;西部大开发;深股通;融资融券,301031.SZ,33,301031
5.0,乳业;西部大开发;绿色电力;融资融券;深股通,002946.SZ,33,002946
28.0,先进封装;第三代半导体;共封装光学(CPO);中芯国际概念;存储芯片;OLED;PCB概念;富士康概念;苹果概念;芯片概念;AI眼镜;消费电子概念;汽车电子;无线耳机;智能穿戴;液冷服务器;比亚迪概念;机器视觉;专精特新;新能源汽车;华为概念;新型工业化;宁德时代概念;机器人概念;高端装备;工业互联网;人工智能;沪股通,603203.SH,17,603203
38.0,AI视频;快手概念;短剧游戏;AI语料;智谱AI;知识产权保护;ChatGPT概念;多模态AI;抖音概念(字节概念);AIGC概念;虚拟数字人;Web3.0;NFT概念;数据确权;百度概念;文化传媒概念;腾讯概念;阿里巴巴概念;AI应用;AI智能体;元宇宙;数据要素;在线教育;鸿蒙概念;区块链;数字乡村;IP经济(谷子经济);DeepSeek概念;职业教育;数字经济;人工智能;虚拟现实;华为概念;京津冀一体化;乡村振兴;同花顺出海50;深股通;融资融券,300364.SZ,33,300364
3.0,预制菜;冷链物流;长三角一体化,605089.SH,17,605089
10.0,仿制药一致性评价;创新药;医药电商;流感;民营医院;医疗器械概念;冷链物流;西部大开发;京津冀一体化;股权转让(并购重组),000788.SZ,33,000788
8.0,特高压;高端装备;专精特新;机器人概念;工业母机;绿色电力;深股通;融资融券,002270.SZ,33,002270
21.0,算力租赁;云计算;东数西算(算力);数据中心(AIDC);AI智能体;AI应用;DeepSeek概念;中国AI 50;液冷服务器;车联网(车路协同);ERP概念;华为概念;工业互联网;机器人概念;新型工业化;人形机器人;央企国企改革;上海自贸区;国企改革;融资融券;沪股通,600845.SH,17,600845
14.0,短剧游戏;文化传媒概念;虚拟数字人;AIGC概念;在线教育;抖音概念(字节概念);百度概念;智能医疗;人工智能;智能音箱;国企改革;华为概念;深股通;融资融券,301551.SZ,33,301551
15.0,创新药;CRO概念;幽门螺杆菌概念;仿制药一致性评价;流感;眼科医疗;毛发医疗;医疗器械概念;医美概念;宠物经济;智能医疗;人工智能;AI应用;深股通;融资融券,301096.SZ,33,301096
15.0,华为汽车;人形机器人;长安汽车概念;特斯拉概念;飞行汽车(eVTOL);无人驾驶;新能源汽车;机器人概念;汽车电子;比亚迪概念;低空经济;创投;专精特新;融资融券;沪股通,603596.SH,17,603596
3.0,融资融券;中俄贸易概念;专精特新,920245.BJ,151,920245
13.0,数据要素;华为鲲鹏;数据安全;在线教育;AI应用;人工智能;AIGC概念;多模态AI;数字水印;虚拟现实;数据中心(AIDC);国企改革;融资融券,301185.SZ,33,301185
13.0,光纤概念;5G;数据中心(AIDC);数字水印;专精特新;储能;网络安全;数据安全;独角兽概念;长三角一体化;固态电池;深股通;融资融券,002491.SZ,33,002491
5.0,汽车热管理;新能源汽车;专精特新;新股与次新股;融资融券,920055.BJ,151,920055
8.0,高铁;国企改革;一带一路;央企国企改革;京津冀一体化;充电桩;沪股通;融资融券,688569.SH,17,688569
9.0,先进封装;MCU芯片;第三代半导体;OLED;芯片概念;回购增持再贷款概念;国企改革;沪股通;融资融券,688352.SH,17,688352
19.0,柔性屏(折叠屏);华为概念;小米概念;比亚迪概念;新能源汽车;MR(混合现实);消费电子概念;金属回收;5G;特斯拉概念;AI手机;苹果概念;AI眼镜;储能;锂电池概念;西部大开发;国企改革;宁德时代概念;沪股通,603327.SH,17,603327
