所属概念,market_code,所属概念数量,code,股票代码
人形机器人;特斯拉概念;飞行汽车(eVTOL);航空发动机;新能源汽车;比亚迪概念;机器人概念;无人机;低空经济;军工;小米概念;储能;工业互联网;核电;风电;家用电器;海工装备;数据中心;华为概念;氢能源;智能家居;阿里巴巴概念;DeepSeek概念;光伏建筑一体化;沪股通;融资融券;一带一路,17,27,600580,600580.SH
超超临界发电;西部大开发;国企改革;化肥;股权转让(并购重组);煤炭概念;煤化工概念,17,7,600725,600725.SH
芯片概念;5G;液冷服务器;第三代半导体;人形机器人;专精特新;东数西算(算力);数据中心;机器人概念;比亚迪概念;新能源汽车;高压快充;充电桩;光伏概念;储能;沪股通;融资融券,17,17,688261,688261.SH
旅游概念;跨境电商;柔性屏(折叠屏);5G;东数西算(算力);算力租赁;消费电子概念;数据中心;养老概念;人民币贬值受益;液冷服务器;国企改革;医疗器械概念;股权转让(并购重组),17,14,600156,600156.SH
血氧仪;消费电子概念;智能穿戴;芯片概念;医疗器械概念;传感器;物联网;人工智能;ST板块,33,9,300211,300211.SZ
数据安全;信创;网络安全;阿里巴巴概念;AI智能体;DeepSeek概念;华为概念;工业互联网;芯片概念;比亚迪概念;AI应用;融资融券,17,12,688030,688030.SH
锂电池概念;创投;回购增持再贷款概念;参股银行;中芯国际概念;2025年报预增;DeepSeek概念;深股通;融资融券,33,9,002346,002346.SZ
5G;军工;专精特新;医疗器械概念;融资融券;深股通,33,6,301566,301566.SZ
人形机器人;传感器;机器人概念;专精特新;苹果概念;消费电子概念;华为概念;沪股通,17,8,605488,605488.SH
人脸识别;智慧政务;华为欧拉;华为鲲鹏;区块链;数据要素;职业教育;数字货币;腾讯概念;蚂蚁集团概念;智慧城市;在线教育;云计算;AI智能体;阿里巴巴概念;元宇宙;移动支付;百度概念;数字经济;人工智能;华为昇腾;食品安全;物联网;DeepSeek概念;AIGC概念;数字孪生;Web3.0;智谱AI;华为概念;养老概念;创投;体育产业;共同富裕示范区;数据中心;AI应用,33,35,300645,300645.SZ
互联网金融;互联网保险;区块链;华为鲲鹏;数据要素;信创;AI智能体;数字经济;DeepSeek概念;智慧城市;独角兽概念;人工智能;腾讯概念;虚拟数字人;华为概念;AI应用;沪股通;融资融券,17,18,600446,600446.SH
碳纤维;大飞机;商业航天;风电;低空经济;飞行汽车(eVTOL);国企改革;机器人概念;氢能源;专精特新;沪股通;中字头股票;融资融券,17,13,688295,688295.SH
低空经济;军工;航空发动机;京津冀一体化,33,4,000677,000677.SZ
水利;空间计算;智慧城市;低空经济;新型城镇化;无人机;车联网(车路协同);污水处理;智慧政务;融资融券,33,10,301505,301505.SZ
高铁;海峡两岸;长三角一体化;核电;新能源汽车;2025年报预增;融资融券,17,7,601002,601002.SH
云办公;Web3.0;智慧政务;网络安全;信创;云计算;虚拟数字人;在线教育;腾讯概念;元宇宙;语音技术;区块链;AIGC概念;鸿蒙概念;阿里巴巴概念;AI智能体;虚拟现实;数字经济;网红经济;人工智能;DeepSeek概念;物联网;数据中心;低空经济;小米概念;一带一路;融资融券;深股通,33,28,002467,002467.SZ
创投;参股银行;国企改革;参股券商;深股通;融资融券,33,6,000936,000936.SZ
绿色电力;氢能源;风电;海工装备;DeepSeek概念;沪股通;融资融券,17,7,688349,688349.SH
网络安全;华为昇腾;国产操作系统;算力租赁;国资云;信创;东数西算(算力);区块链;数据要素;AI智能体;ChatGPT概念;鸿蒙概念;在线教育;智慧城市;AIGC概念;AI语料;DeepSeek概念;数字经济;安防;华为概念;人工智能;物联网;数据中心;工业互联网;机器视觉;互联网保险;液冷服务器;京津冀一体化;可控核聚变;机器人概念;创投;核电;食品安全;消费电子概念;核污染防治;工业母机;土壤修复;央企国企改革;储能;雄安新区;AI应用;国企改革;污水处理;锂电池概念;参股券商;沪股通;融资融券;股权转让(并购重组),17,48,600100,600100.SH
人工智能;水利;土壤修复;碳中和;碳交易;新型城镇化;建筑节能;一带一路;污水处理;PPP概念;股权转让(并购重组);融资融券,33,12,300948,300948.SZ
新型城镇化;土壤修复;地下管网;体育产业;PPP概念;足球概念;乡村振兴;特色小镇;旅游概念;融资融券,33,10,301098,301098.SZ
PPP概念;统一大市场;粤港澳大湾区;固废处理;生物质能发电;绿色电力;深股通;融资融券;股权转让(并购重组),33,9,002210,002210.SZ
卫星导航;商业航天;时空大数据;低空经济;数据要素;东数西算(算力);人脸识别;智慧城市;飞行汽车(eVTOL);人工智能;安防;MCU芯片;汽车芯片;数据中心;芯片概念;横琴新区;专精特新;粤港澳大湾区;存储芯片;国企改革;地下管网;深股通;融资融券,33,23,300053,300053.SZ
共封装光学(CPO);光纤概念;PCB概念;苹果概念;芯片概念;3D打印;MR(混合现实);钙钛矿电池;TOPCON电池;专精特新;机器视觉;光伏概念;比亚迪概念;虚拟现实;华为概念;2025年报预增;宁德时代概念;固态电池;沪股通;融资融券,17,20,688025,688025.SH
长三角一体化;新型城镇化;创投;租售同权;国企改革;物业管理;独角兽概念;养老概念;深股通,33,9,002208,002208.SZ
共封装光学(CPO);芯片概念;消费电子概念;OLED;传感器;专精特新;新能源汽车;宁德时代概念;锂电池概念;固态电池;沪股通,17,11,603052,603052.SH
数字货币;Web3.0;华为鲲鹏;华为昇腾;互联网金融;区块链;AI智能体;信创;阿里巴巴概念;腾讯概念;DeepSeek概念;人工智能;华为概念;机器人概念;粤港澳大湾区;AI应用;深股通;股权转让(并购重组);融资融券,33,19,300377,300377.SZ
MCU芯片;汽车芯片;存储芯片;先进封装;第三代半导体;芯片概念;消费电子概念;传感器;5G;专精特新;粤港澳大湾区;融资融券,17,12,688216,688216.SH
钠离子电池;锂电池概念;储能;国企改革;高压快充;充电桩;新能源汽车;深股通,33,8,300530,300530.SZ
脑机接口;人形机器人;语音技术;2025年报预增;传感器;无线耳机;小米概念;智能穿戴;机器人概念;比亚迪概念;芯片概念;专精特新;消费电子概念;物联网;华为概念;柔性屏(折叠屏);工业互联网;新能源汽车;军工;数据安全;智能家居;元宇宙;数字孪生;抖音概念(字节概念);智慧城市;区块链;医美概念;食品安全;独角兽概念;核污染防治;固态电池;储能;养老概念;锂电池概念;创投;互联网金融;水利;氢能源;碳中和;污水处理;地下管网;深股通;融资融券,33,43,300007,300007.SZ
先进封装;芯片概念;机器人概念;股权转让(并购重组);国企改革;沪股通,17,6,600520,600520.SH
商业航天;海工装备;高端装备;光伏概念;专精特新;风电;国企改革;新疆振兴;绿色电力;深股通;融资融券,33,11,300129,300129.SZ
新能源汽车;无线充电;消费电子概念;无线耳机;宁德时代概念;光伏概念;ST板块;苹果概念;第三代半导体;富士康概念,22,10,603595,603595.SH
有机硅概念;专精特新;2025年报预增;海峡两岸;固废处理;硅能源;融资融券,33,7,301300,301300.SZ
绿色电力;生物质能发电;固废处理;PPP概念;污水处理;光伏概念;一带一路;储能;无人机;西部大开发;HJT电池;回购增持再贷款概念;TOPCON电池;DeepSeek概念;BC电池;金属铜;股权转让(并购重组),17,17,603759,603759.SH
物业管理;跨境电商;上海国企改革;自由贸易港;长三角一体化;国企改革;统一大市场;租售同权;卫星导航;金属铜,17,10,600119,600119.SH
PCB概念;专精特新;注册制次新股;深股通;新股与次新股;融资融券,33,6,301630,301630.SZ
互联网金融;鸿蒙概念;数据中心;AI应用;股权转让(并购重组);沪股通;融资融券,17,7,601519,601519.SH
小红书概念;财税数字化;快手概念;数据安全;ChatGPT概念;智慧政务;AIGC概念;信创;华为鲲鹏;AI智能体;网络安全;数据要素;百度概念;抖音概念(字节概念);鸿蒙概念;阿里巴巴概念;腾讯概念;职业教育;数字乡村;区块链;数字经济;人工智能;DeepSeek概念;智能医疗;文化传媒概念;网红经济;华为概念;低空经济;京津冀一体化;跨境电商;数据中心;化债概念(AMC概念);雄安新区;乡村振兴;AI应用;深股通,33,36,002279,002279.SZ
成飞概念;大飞机;高端装备;无人机;低空经济;军工;无人驾驶;机器人概念;海工装备;医疗器械概念;智慧城市;换电概念;回购增持再贷款概念;智能医疗;2025年报预增;深股通,33,16,002111,002111.SZ
医疗废物处理;固废处理;一带一路;碳中和;燃料电池;充电桩;氢能源;超超临界发电;钠离子电池,17,9,603177,603177.SH
Web3.0;数字水印;AIGC概念;智慧政务;ChatGPT概念;数据确权;虚拟数字人;数据安全;在线教育;元宇宙;AI智能体;空间计算;区块链;数字乡村;数字经济;短剧游戏;文化传媒概念;人工智能;算力租赁;网络游戏;虚拟现实;IP经济(谷子经济);量子科技;东数西算(算力);华为概念;MR(混合现实);京津冀一体化;机器人概念;三胎概念;海峡两岸;乡村振兴;AI应用;融资融券,33,33,300081,300081.SZ
多模态AI;AIGC概念;AI智能体;ERP概念;互联网保险;云计算;在线教育;信创;家庭医生;人工智能;跨境支付(CIPS);智能医疗;互联网金融;虚拟现实;AI应用;跨境电商;创投;海峡两岸;参股银行;深股通,33,20,002315,002315.SZ
电子纸;MicroLED概念;MiniLED;虚拟现实;智慧城市;华为概念;智能穿戴;在线教育;信创;数字经济;智能家居;数字孪生;阿里巴巴概念;消费电子概念;海峡两岸;腾讯概念;汽车电子;小米概念;云游戏;电子竞技;AIGC概念;云办公;智能医疗;充电桩;家用电器;无线耳机;人民币贬值受益;跨境电商;富士康概念;PCB概念;一带一路;国企改革;央企国企改革;中俄贸易概念;深股通,33,35,000727,000727.SZ
中芯国际概念;光刻机;OLED;存储芯片;第三代半导体;芯片概念;光伏概念;海峡两岸;共同富裕示范区;碳纤维;中韩自贸区;深股通;融资融券,33,13,300666,300666.SZ
汽车芯片;智能音箱;智能座舱;WiFi 6;小米概念;芯片概念;汽车电子;机器视觉;共封装光学(CPO);机器人概念;东数西算(算力);智能家居;上海自贸区;人工智能;人民币贬值受益;沪股通;融资融券,17,17,688099,688099.SH
光刻胶;中芯国际概念;国家大基金持股;存储芯片;先进封装;PCB概念;OLED;芯片概念;专精特新;2025年报预增;回购增持再贷款概念;融资融券,17,12,688720,688720.SH
磷化工;消毒剂;土壤修复;净水概念;碳中和;污水处理;新型城镇化;PPP概念;工业互联网;融资融券,33,10,300437,300437.SZ
钠离子电池;固态电池;锂电池概念;人形机器人;新能源汽车;同花顺果指数;飞行汽车(eVTOL);储能;小米概念;机器人概念;智能穿戴;消费电子概念;华为手机;家用电器;粤港澳大湾区;低空经济;无人机;苹果概念;人民币贬值受益;华为概念;回购增持再贷款概念;DeepSeek概念;融资融券;沪股通,17,24,688772,688772.SH
短剧游戏;小红书概念;快手概念;文化传媒概念;虚拟数字人;知识产权保护;AIGC概念;网络游戏;抖音概念(字节概念);智谱AI;IP经济(谷子经济);网红经济;百度概念;腾讯概念;阿里巴巴概念;人工智能;旅游概念;AI应用;华为概念;创投;小米概念;国企改革;苹果概念,33,23,002712,002712.SZ
钛白粉概念;磷化工;钒电池;动力电池回收;锂电池概念;西部大开发;回购增持再贷款概念;宁德时代概念;深股通;融资融券,33,10,002145,002145.SZ
冰雪产业;高股息精选;共同富裕示范区;中俄贸易概念;两轮车;创投;新能源汽车;锂电池概念;融资融券;深股通,33,10,000913,000913.SZ
虚拟电厂;智能电网;风电;绿色电力;充电桩;光伏建筑一体化;储能;光伏概念;数据中心;锂电池概念;特斯拉概念;一带一路;机器人概念;物联网;阿里巴巴概念;人工智能;沪股通;融资融券,17,18,601877,601877.SH
液冷服务器;军工;无人机;高压快充;5G;商业航天;海工装备;军民融合;高铁;光纤概念;数据中心;充电桩;卫星导航;比亚迪概念;换电概念;低空经济;新能源汽车;人形机器人;机器人概念;共封装光学(CPO);华为汽车;储能;华为概念;风电;长安汽车概念;一带一路;锂电池概念;共同富裕示范区;深股通;融资融券,33,30,300351,300351.SZ
卫星导航;6G概念;商业航天;网络安全;低空经济;车联网(车路协同);东数西算(算力);人工智能;DeepSeek概念;机器视觉;5G;物联网;工业互联网;芯片概念;专精特新;AI应用;央企国企改革;国企改革;沪股通;融资融券,17,20,688387,688387.SH
算力租赁;东数西算(算力);AI智能体;DeepSeek概念;智能医疗;土壤修复;回购增持再贷款概念;粮食概念;超级品牌;融资融券;沪股通,17,11,600186,600186.SH
机器人概念;托育服务;长三角一体化;烟草;数字经济;创投;光伏建筑一体化;一带一路;绿色电力;深股通;融资融券,33,11,002067,002067.SZ
光刻胶;人民币贬值受益;OLED;国企改革;西部大开发;乡村振兴;创新药;减肥药;钙钛矿电池;股权转让(并购重组);沪股通;融资融券,17,12,688550,688550.SH
光纤概念;华为概念;消费电子概念;汽车电子;无人驾驶;融资融券,17,6,688260,688260.SH
BC电池;HJT电池;TOPCON电池;POE胶膜;光伏概念;专精特新;比亚迪概念;固态电池;锂电池概念;回购增持再贷款概念;人民币贬值受益;融资融券,17,12,688560,688560.SH
特高压;光热发电;核电;光伏概念;海工装备;工业互联网,17,6,603577,603577.SH
机器人概念;人民币贬值受益;华为概念;2025年报预增;乡村振兴;融资融券;深股通,33,7,002779,002779.SZ
专精特新;中俄贸易概念;芯片概念;高端装备,33,4,300838,300838.SZ
虚拟电厂;电力物联网;智能电网;算力租赁;数据中心;东数西算(算力);碳中和;国产操作系统;多模态AI;网络安全;数字孪生;数据要素;区块链;DeepSeek概念;鸿蒙概念;AI应用;物联网;量子科技;数字经济;人工智能;卫星导航;央企国企改革;注册制次新股;无人机;粤港澳大湾区;传感器;国企改革;芯片概念;深股通;新股与次新股;融资融券,33,31,301638,301638.SZ
钙钛矿电池;光伏概念;光伏建筑一体化;储能;充电桩;专精特新;机器人概念;融资融券,33,8,301278,301278.SZ
新型城镇化;PPP概念;水利;鸿蒙概念;创投;净水概念;海工装备;污水处理;机器人概念;碳中和;股权转让(并购重组);融资融券,33,12,300961,300961.SZ
