所属概念,market_code,所属概念数量,股票代码,code
财税数字化;AIGC概念;AI智能体;云办公;智慧政务;ERP概念;云计算;信创;数据要素;鸿蒙概念;阿里巴巴概念;百度概念;区块链;DeepSeek概念;人工智能;智慧城市;华为概念;专精特新;融资融券,17,19,688369.SH,688369
5G;MiniLED;汽车电子;无人驾驶;安防;物联网;电子纸;充电桩;比亚迪概念;智慧城市;机器人概念;家用电器;新能源汽车;智能家居;长安汽车概念;人工智能;储能;融资融券,33,18,300939.SZ,300939
机器人概念;3D打印;京津冀一体化;中俄贸易概念;煤炭概念,33,5,002691.SZ,002691
幽门螺杆菌概念;共同富裕示范区;宠物经济;MR(混合现实);仿制药一致性评价;创新药;维生素;合成生物;回购增持再贷款概念;深股通,33,10,002940.SZ,002940
东数西算(算力);机器人概念;3D打印;新能源汽车;雄安新区;PPP概念;股权转让(并购重组);深股通,33,8,300210.SZ,300210
抖音概念(字节概念);汽车芯片;无人驾驶;电力物联网;智能物流;机器人概念;AI智能体;光伏概念;一带一路;工业互联网;鸿蒙概念;人工智能;智能穿戴;两轮车;百度概念;人脸识别;智慧灯杆;车联网(车路协同);先进封装;智能家居;传感器;WiFi 6;数字经济;星闪概念;汽车电子;DeepSeek概念;芯片概念;5G;汽车热管理;存储芯片;充电桩;消费电子概念;物联网;医疗器械概念;阿里巴巴概念;华为海思概念股;融资融券;华为概念;安防;人形机器人;智能座舱,151,41,920249.BJ,920249
工业互联网;智慧城市;DeepSeek概念;人工智能;固废处理;污水处理;数字经济;创投;PPP概念;碳交易;雄安新区;国企改革;沪股通;融资融券,17,14,600133.SH,600133
ST板块;电子身份证;国产操作系统;语音技术;人脸识别;新型工业化;人工智能;工业互联网;机器人概念;物联网;机器视觉;充电桩;在线教育;OLED;智能电网,22,15,600355.SH,600355
物业管理;深圳国企改革;创投;商业航天;卫星导航;光伏建筑一体化;国企改革;华为概念;光伏概念;绿色电力;电子竞技;2025年报预增;深股通;融资融券,33,14,000058.SZ,000058
卫星导航;时空大数据;数字乡村;智慧城市;空间计算;华为欧拉;低空经济;信创;无人机;数据要素;数字经济;人工智能;DeepSeek概念;物联网;华为概念;央企国企改革;地下管网;国企改革;碳交易;PPP概念;融资融券,17,21,688509.SH,688509
低空经济;芯片概念;先进封装;华为概念;富士康概念;专精特新;比亚迪概念;新能源汽车;粤港澳大湾区;光伏概念;融资融券,33,11,301319.SZ,301319
新能源汽车;比亚迪概念;汽车热管理;长安汽车概念;燃料电池;传感器;华为汽车;人民币贬值受益;氢能源;汽车电子;锂电池概念;固态电池;华为概念;2025年报预增;股权转让(并购重组),33,15,300473.SZ,300473
新能源汽车;燃料电池;专精特新;储能;一带一路;参股银行;氢能源;减速器;融资融券,33,9,301170.SZ,301170
证金持股;国企改革;央企国企改革;沪股通;融资融券,17,5,600029.SH,600029
芯片概念;消费电子概念;专精特新;英伟达概念;传感器;机器人概念;沪股通;融资融券,17,8,688661.SH,688661
数字货币;跨境支付(CIPS);华为欧拉;财税数字化;华为鲲鹏;ChatGPT概念;蚂蚁集团概念;MLOps概念;Web3.0;AI智能体;信创;云计算;智谱AI;区块链;鸿蒙概念;百度概念;数据要素;虚拟数字人;阿里巴巴概念;互联网金融;腾讯概念;抖音概念(字节概念);DeepSeek概念;人工智能;华为概念;京津冀一体化;数据中心;创投;化债概念(AMC概念);AI应用;融资融券;深股通,33,32,300674.SZ,300674
数字乡村;智慧城市;人工智能;东数西算(算力);数字经济;华为概念;数据要素;京津冀一体化;车联网(车路协同);5G;机器人概念;充电桩;储能;西部大开发;光伏概念;AI应用;融资融券,33,17,301139.SZ,301139
智慧城市;安防;智慧政务;DRG/DIP;在线教育;DeepSeek概念;华为概念;智能医疗;低空经济;创投;无人机;AI智能体;家庭医生;云办公;充电桩;储能;AI应用,33,17,300074.SZ,300074
短剧游戏;文化传媒概念;虚拟数字人;抖音概念(字节概念);AIGC概念;在线教育;百度概念;人工智能;智能音箱;华为概念;智能医疗;国企改革;深股通;融资融券,33,14,301551.SZ,301551
细胞免疫治疗;合成生物;净水概念;智能医疗;污水处理;机器人概念;高端装备;人工智能;智能物流;海峡两岸;DeepSeek概念;AI智能体;融资融券;深股通,33,14,300358.SZ,300358
流感;仿制药一致性评价;维生素;医药电商;创新药;CRO概念;三胎概念;地下管网;PPP概念;西部大开发,33,10,300434.SZ,300434
牙科医疗;医疗器械概念;智能医疗;2025年报预增;京津冀一体化;专精特新;机器人概念;3D打印;融资融券;沪股通,17,10,688236.SH,688236
电子身份证;数字货币;数据安全;网络安全;华为鲲鹏;信创;华为昇腾;量子科技;跨境支付(CIPS);鸿蒙概念;军工信息化;车联网(车路协同);区块链;AI智能体;低空经济;DeepSeek概念;人工智能;AIGC概念;工业互联网;专精特新;融资融券,17,21,688201.SH,688201
消费电子概念;专精特新;储能;小米概念;机器人概念;光伏概念;AI PC;人民币贬值受益;光伏建筑一体化;人形机器人;HJT电池;锂电池概念;TOPCON电池;固态电池;绿色电力;融资融券,33,16,300956.SZ,300956
拼多多概念;抖音概念(字节概念);网红经济;跨境电商;三胎概念;创投;乡村振兴,17,7,605136.SH,605136
租售同权;特色小镇;土地流转;上海国企改革;物业管理;统一大市场;新型城镇化;国企改革;乡村振兴;冷链物流;沪股通;融资融券,17,12,600708.SH,600708
宁德时代概念;固态电池;机器人概念;芯片概念;光伏概念;锂电池概念;融资融券,17,7,688638.SH,688638
2025年报预增;芯片概念;融资融券;跨境电商;医疗器械概念;专精特新;智能医疗;人民币贬值受益,151,8,920925.BJ,920925
家用电器;智能家居;DeepSeek概念,17,3,605336.SH,605336
智谱AI;算力租赁;云计算;华为昇腾;ChatGPT概念;AI智能体;华为鲲鹏;网络安全;华为欧拉;腾讯概念;数据安全;信创;百度概念;抖音概念(字节概念);区块链;数据要素;数字乡村;鸿蒙概念;DRG/DIP;元宇宙;DeepSeek概念;东数西算(算力);跨境支付(CIPS);智能医疗;人工智能;数字孪生;人脸识别;互联网金融;智慧城市;虚拟现实;车联网(车路协同);华为概念;数据中心;卫星导航;工业互联网;AI应用;养老概念;低空经济;军民融合;水利;无人驾驶;旅游概念;芯片概念;传感器;乡村振兴;新疆振兴;深股通;融资融券,33,48,002065.SZ,002065
装配式建筑;新型城镇化;建筑节能;雄安新区;光伏建筑一体化;横琴新区;粤港澳大湾区;国企改革;华为概念;风电,33,10,300621.SZ,300621
汽车芯片;WiFi 6;星闪概念;阿里巴巴概念;5G;AI眼镜;芯片概念;6G概念;小米概念;智能穿戴;消费电子概念;卫星导航;车联网(车路协同);物联网;人工智能;商业航天;专精特新;人民币贬值受益;沪股通;融资融券,17,20,688220.SH,688220
染料;融资融券,17,2,603172.SH,603172
合成生物;创新药;医药电商;宠物经济;融资融券,33,5,300871.SZ,300871
人形机器人;华为汽车;小米汽车;特斯拉概念;比亚迪概念;小米概念;新能源汽车;机器人概念;智能医疗;参股银行;融资融券;民营医院;深股通,33,13,000700.SZ,000700
快手概念;抖音概念(字节概念);小红书概念;算力租赁;腾讯概念;华为昇腾;阿里巴巴概念;百度概念;AI智能体;智慧政务;东数西算(算力);华为鲲鹏;数据中心;DeepSeek概念;数字经济;华为概念;共封装光学(CPO);富士康概念;京津冀一体化;一带一路;深股通;融资融券,33,22,301085.SZ,301085
AI应用;智能医疗;基因测序;辅助生殖;AI语料;AI智能体;数据要素;三胎概念;智谱AI;腾讯概念;DeepSeek概念;人工智能;医疗器械概念;京津冀一体化;西部大开发;海峡两岸,33,16,000710.SZ,000710
融资融券;合成生物;DeepSeek概念;医美概念,151,4,920123.BJ,920123
乳业;三胎概念;新疆振兴;乡村振兴;养老概念;国企改革;西部大开发;股权转让(并购重组),33,8,300106.SZ,300106
物业管理;广东自贸区;国企改革;一带一路;粤港澳大湾区;海工装备;深股通;融资融券;2025年报预增,33,9,002016.SZ,002016
钠离子电池;锂电池概念;储能;国企改革;高压快充;充电桩;新能源汽车;深股通,33,8,300530.SZ,300530
MCU芯片;汽车芯片;WiFi 6;国家大基金持股;星闪概念;英伟达概念;无线耳机;智能穿戴;芯片概念;小米概念;消费电子概念;5G;苹果概念;鸿蒙概念;物联网;专精特新;智能家居;上海自贸区;2025三季报预增;沪股通;融资融券,17,21,688591.SH,688591
专精特新;人民币贬值受益;氢能源;碳中和;固废处理;股权转让(并购重组);融资融券,33,7,300950.SZ,300950
减速器;新型工业化;粤港澳大湾区;机器人概念;专精特新;新能源汽车;高端装备;DeepSeek概念;深股通,33,9,002833.SZ,002833
卫星导航;AI手机;智能音箱;智能穿戴;无人机;虚拟现实;商业航天;MR(混合现实);柔性屏(折叠屏);AI眼镜;华为概念;智能家居;消费电子概念;小米概念;新型烟草(电子烟);机器人概念;粤港澳大湾区;富士康概念;人民币贬值受益;一带一路;医美概念;深股通;融资融券,33,23,300968.SZ,300968
云游戏;智谱AI;算力租赁;中国AI 50;华为昇腾;云计算;财税数字化;数据安全;东数西算(算力);信创;智慧政务;AI智能体;数字乡村;数据要素;数据中心;商业航天;脑机接口;DeepSeek概念;智能医疗;液冷服务器;华为概念;数字经济;人工智能;智慧城市;低空经济;工业互联网;无人驾驶;专精特新;机器人概念;融资融券,17,30,688158.SH,688158
先进封装;家用电器;机器人概念;空气能热泵;创投,17,5,603726.SH,603726
华为昇腾;云计算;网络安全;信创;算力租赁;数据要素;阿里巴巴概念;抖音概念(字节概念);互联网金融;东数西算(算力);智慧城市;人工智能;华为概念;数据中心;京津冀一体化;参股银行;深股通,33,17,300231.SZ,300231
一带一路;水泥概念,33,2,001225.SZ,001225
跨境支付(CIPS);数字货币;蚂蚁集团概念;移动支付;电子身份证;区块链;华为鲲鹏;AI智能体;互联网金融;云计算;鸿蒙概念;数据要素;阿里巴巴概念;多模态AI;数字经济;DeepSeek概念;人脸识别;人工智能;数字乡村;ETC;智慧城市;食品安全;华为概念;物联网;安防;AI应用;机器视觉;乡村振兴;福建自贸区;海峡两岸;证金持股;芯片概念;深股通;融资融券,33,34,000997.SZ,000997
跨境电商;露营经济;足球概念;体育产业;宠物经济;网红经济;创投;数字经济;ChatGPT概念;人民币贬值受益;深股通;融资融券,33,12,301376.SZ,301376
飞行汽车(eVTOL);长安汽车概念;低空经济;减速器;粤港澳大湾区;无人驾驶;同花顺新质50;MCU芯片;新能源汽车;智能物流;2025年报预增;深股通;融资融券,33,13,300681.SZ,300681
CRO概念;减肥药;阿尔茨海默概念;人民币贬值受益;专精特新;氢能源;2025年报预增;氟化工概念;融资融券,33,9,301509.SZ,301509
光刻机;特斯拉概念;人工智能;高端装备;工业母机;一带一路;新型工业化;氢能源;人民币贬值受益;深股通,33,10,300293.SZ,300293
新疆振兴;C2M概念;数字经济;智能物流;铜缆高速连接;跨境电商;人工智能;华为概念;工业互联网;AI智能体;AIGC概念;智能家居;融资融券;AI应用,17,14,600337.SH,600337
车联网(车路协同);无人驾驶;智能座舱;百度概念;星闪概念;数据安全;卫星导航;人工智能;DeepSeek概念;汽车电子;机器人概念,33,11,002813.SZ,002813
智能物流;高端装备;固态电池;新股与次新股;融资融券,151,5,920119.BJ,920119
储能;机器人概念;电力物联网;智能电网;虚拟电厂;智能医疗;养老概念,33,7,002857.SZ,002857
人形机器人;新型工业化;机器人概念;高端装备;智能物流;专精特新;宁德时代概念;物联网;储能;华为概念;数字孪生;锂电池概念;冷链物流;统一大市场;人工智能;跨境电商;数字经济;阿里巴巴概念;Web3.0;拼多多概念;沪股通;融资融券,17,22,688360.SH,688360
水利;数字孪生;地下管网;新型城镇化;PPP概念;深圳国企改革;物联网;乡村振兴;DeepSeek概念;雅下水电概念;华为概念;污水处理;粤港澳大湾区;智慧政务;光伏概念;国企改革;物业管理;抽水蓄能;深股通;融资融券,33,20,301038.SZ,301038
特色小镇;京津冀一体化;雄安新区;低空经济;PPP概念;新型城镇化;智慧城市;人工智能;DeepSeek概念;沪股通;融资融券;股权转让(并购重组),17,12,600340.SH,600340
新型城镇化;共同富裕示范区;安防;养老概念,17,4,603208.SH,603208
飞行汽车(eVTOL);大飞机;低空经济;商业航天;碳纤维;新能源汽车;比亚迪概念;三胎概念;融资融券,17,9,603085.SH,603085
仿制药一致性评价;维生素;创新药;肝炎概念;医药电商;流感;毛发医疗;医美概念;土地流转;乡村振兴;农业种植;融资融券;深股通,33,13,300158.SZ,300158
无线耳机;智能穿戴;AI眼镜;小米概念;消费电子概念;物联网;芯片概念;智能家居;人脸识别;东数西算(算力);专精特新;人工智能;阿里巴巴概念;DeepSeek概念;人民币贬值受益;融资融券,17,16,688620.SH,688620
电子身份证;移动支付;智慧政务;数字货币;智谱AI;AI智能体;信创;数据要素;智慧城市;职业教育;区块链;数字经济;腾讯概念;数据确权;抖音概念(字节概念);人工智能;DeepSeek概念;AI语料;物联网;华为概念;东数西算(算力);京津冀一体化;智能医疗;粤港澳大湾区;乡村振兴;农村电商;AI应用,33,27,002908.SZ,002908
天然气;氢能源;燃料电池;石墨烯;新能源汽车;锂电池概念;回购增持再贷款概念;融资融券,33,8,300985.SZ,300985
存储芯片;PPP概念;新型城镇化;雄安新区;乡村振兴;芯片概念;旅游概念;共同富裕示范区,17,8,605303.SH,605303
福建自贸区;海峡两岸;一带一路;跨境电商;净水概念;智能家居;人民币贬值受益;机器人概念;小米概念;养老概念;芯片概念;沪股通,17,12,603408.SH,603408
特高压;智能电网;虚拟电厂;光伏概念;高压快充;电力物联网;风电;充电桩;换电概念;核电;储能;动力电池回收;绿色电力;新能源汽车;碳中和;水利;机器人概念;工业互联网;天然气;地下管网;物联网;华为概念;数字孪生;车联网(车路协同);新型城镇化;智慧城市;数字经济;人工智能;网络安全;养老概念;融资融券,33,31,002339.SZ,002339
