所属概念数量,market_code,所属概念,股票代码,code
8,33,跨境电商;家用电器;智能家居;人民币贬值受益;一带一路;人工智能;深股通;融资融券,002668.SZ,002668
8,33,粮食概念;预制菜;国企改革;深圳国企改革;冷链物流;一带一路;数字乡村;深股通,000019.SZ,000019
8,33,物业管理;风电;绿色电力;储能;回购增持再贷款概念;证金持股;深股通;融资融券,000631.SZ,000631
6,33,三胎概念;IP经济(谷子经济);上海自贸区;参股银行;深股通;融资融券,002269.SZ,002269
4,17,网红经济;上海国企改革;国企改革;融资融券,600616.SH,600616
6,17,乳业;三胎概念;网红经济;IP经济(谷子经济);沪股通;融资融券,603719.SH,603719
4,33,网红经济;跨境电商;海峡两岸;跨境支付(CIPS),002098.SZ,002098
10,17,民营医院;细胞免疫治疗;创新药;养老概念;基因测序;机器人概念;IP经济(谷子经济);物业管理;沪股通;融资融券,600682.SH,600682
11,17,航运概念;自由贸易港;统一大市场;中俄贸易概念;一带一路;海峡两岸;宁德时代概念;区块链;2025年报预增;沪股通;融资融券,600179.SH,600179
21,17,草甘膦;磷化工;化肥;金属铅;金属锌;金属铜;黄金概念;稀土永磁;硅能源;锂电池概念;绿色电力;回购增持再贷款概念;光伏概念;天然气;西部大开发;建筑节能;一带一路;TOPCON电池;参股银行;沪股通;融资融券,603077.SH,603077
9,17,兵装重组概念;高铁;央企国企改革;国企改革;汽车热管理;长安汽车概念;新能源汽车;融资融券;沪股通,600698.SH,600698
12,33,绿色电力;光热发电;风电;碳中和;新疆振兴;充电桩;特高压;储能;国企改革;西部大开发;2025年报预增;深股通,001258.SZ,001258
20,33,数字货币;移动支付;互联网金融;蚂蚁集团概念;区块链;数字经济;元宇宙;NFT概念;华为概念;跨境电商;5G;华为汽车;比亚迪概念;冷链物流;家用电器;新能源汽车;特斯拉概念;2025年报预增;深股通;融资融券,002537.SZ,002537
6,33,绿色电力;国企改革;乡村振兴;一带一路;深股通;融资融券,000755.SZ,000755
38,33,大飞机;商业航天;成飞概念;军民融合;卫星导航;国产航母;6G概念;军工;无人机;低空经济;可控核聚变;量子科技;铜缆高速连接;核电;5G;光纤概念;车联网(车路协同);液冷服务器;无人驾驶;换电概念;数据中心;充电桩;机器人概念;华为概念;新能源汽车;特斯拉概念;比亚迪概念;光伏概念;芯片概念;专精特新;高压快充;智能电网;储能;共封装光学(CPO);国企改革;深股通;融资融券;中字头股票,002179.SZ,002179
8,17,医药电商;仿制药一致性评价;创新药;流感;智能医疗;黑龙江自贸区;沪股通;融资融券,603567.SH,603567
10,17,新型工业化;专精特新;长三角一体化;机器人概念;换电概念;核电;水利;一带一路;2026一季报预增;股权转让(并购重组),603966.SH,603966
4,33,ST板块;新型城镇化;肝炎概念;医疗器械概念,000518.SZ,000518
22,17,碳交易;天然气;绿色电力;新疆振兴;碳中和;光伏建筑一体化;风电;充电桩;污水处理;地下管网;储能;国企改革;乡村振兴;智慧城市;参股银行;光伏概念;西部大开发;创投;液冷服务器;新能源汽车;沪股通;融资融券,600979.SH,600979
4,33,国企改革;海工装备;新能源汽车;深股通,002427.SZ,002427
8,33,净水概念;家用电器;智能家居;证金持股;机器人概念;绿色电力;深股通;融资融券,002242.SZ,002242
11,17,统一大市场;航运概念;自由贸易港;证金持股;天津自贸区;国企改革;旅游概念;雄安新区;京津冀一体化;沪股通;融资融券,600717.SH,600717
5,17,三胎概念;跨境电商;网红经济;长三角一体化;抖音概念(字节概念),603839.SH,603839
12,17,农业种植;乳业;粮食概念;生态农业;大豆;白酒概念;参股银行;乡村振兴;国企改革;创投;数字经济;沪股通,600300.SH,600300
7,33,特色小镇;海峡两岸;碳中和;国企改革;碳交易;人工智能;互联网金融,002679.SZ,002679
4,17,免税店;证金持股;沪股通;融资融券,600694.SH,600694
8,33,智能电网;绿色电力;风电;碳中和;央企国企改革;国企改革;西部大开发;深股通,000862.SZ,000862
30,33,可控核聚变;商业航天;海工装备;福建自贸区;核电;阿里巴巴概念;天然气;海峡两岸;数字经济;高端装备;华为概念;东数西算(算力);腾讯概念;水利;氢能源;数据中心;雅下水电概念;冷链物流;物联网;工业互联网;一带一路;燃料电池;液冷服务器;抽水蓄能;碳中和;冰雪产业;体育产业;空气能热泵;深股通;融资融券,002639.SZ,002639
11,33,统一大市场;航运概念;深圳国企改革;冷链物流;国企改革;中俄贸易概念;雄安新区;粤港澳大湾区;深股通;融资融券;华为概念,000088.SZ,000088
11,17,粮食概念;土地流转;农业种植;新疆振兴;乡村振兴;西部大开发;建筑节能;国企改革;统一大市场;风电;冷链物流,600540.SH,600540
14,33,超超临界发电;绿色电力;抽水蓄能;天然气;风电;证金持股;国企改革;页岩气;央企国企改革;储能;回购增持再贷款概念;核电;深股通;融资融券,000883.SZ,000883
17,17,固态电池;宁德时代概念;锂电池概念;钠离子电池;比亚迪概念;新能源汽车;消费电子概念;储能;PCB概念;家用电器;数据中心;华为概念;绿色电力;高铁;5G;低空经济;融资融券,603271.SH,603271
17,33,钠离子电池;同花顺漂亮100;固态电池;动力电池回收;宁德时代概念;锂电池概念;储能;长安汽车概念;特斯拉概念;小米汽车;华为汽车;新能源汽车;换电概念;同花顺出海50;同花顺新质50;融资融券;深股通,300750.SZ,300750
9,17,物业管理;国企改革;养老概念;京津冀一体化;数字经济;回购增持再贷款概念;小米概念;沪股通;融资融券,601588.SH,601588
9,17,航运概念;统一大市场;国企改革;西部大开发;一带一路;民爆概念;智能物流;股权转让(并购重组);沪股通,600279.SH,600279
11,33,合成生物;NMN概念;维生素;医药电商;医美概念;跨境电商;人民币贬值受益;海峡两岸;福建自贸区;深股通;融资融券,002626.SZ,002626
2,33,农业种植;乡村振兴,002852.SZ,002852
14,33,军民融合;大飞机;军工;商业航天;无人机;低空经济;海工装备;智慧城市;人工智能;数字经济;民爆概念;国企改革;深股通;融资融券,300722.SZ,300722
8,17,白酒概念;超级品牌;同花顺漂亮100;证金持股;沪股通;融资融券;国企改革;西部大开发,600519.SH,600519
13,33,中俄贸易概念;一带一路;新能源汽车;比亚迪概念;石墨烯;足球概念;消费电子概念;华为手机;苹果概念;小米概念;芯片概念;华为概念;绿色电力,300218.SZ,300218
29,33,共封装光学(CPO);光刻机;先进封装;华为海思概念股;太赫兹;6G概念;第三代半导体;5G;国家大基金持股;消费电子概念;芯片概念;汽车电子;数据中心;新型工业化;传感器;无人驾驶;华为概念;东数西算(算力);物联网;百度概念;人民币贬值受益;卫星导航;无人机;独角兽概念;时空大数据;创投;京津冀一体化;融资融券;深股通,300456.SZ,300456
15,17,天然气;碳交易;绿色电力;钒电池;氢能源;抽水蓄能;国企改革;风电;京津冀一体化;储能;光伏概念;DeepSeek概念;AI智能体;融资融券;沪股通,600956.SH,600956
8,17,人脸识别;智慧城市;物联网;安防;新型城镇化;数据要素;华为概念;智能家居,605268.SH,605268
3,151,CRO概念;创新药;融资融券,920478.BJ,920478
15,17,同花顺中特估100;特钢概念;证金持股;央企国企改革;国企改革;参股银行;石墨电极;一带一路;同花顺漂亮100;核电;沪股通;融资融券;新能源汽车;AI智能体;特斯拉概念,600019.SH,600019
4,33,天然气;2025年报预增;西部大开发;摘帽,002259.SZ,002259
5,33,高股息精选;证金持股;跨境支付(CIPS);深股通;融资融券,000001.SZ,000001
10,17,消毒剂;回购增持再贷款概念;长三角一体化;碳中和;氢能源;燃料电池;光伏概念;储能;沪股通;融资融券,600273.SH,600273
8,17,染料;有机硅概念;阿尔茨海默概念;家用电器;医疗器械概念;仿制药一致性评价;创新药;股权转让(并购重组),603980.SH,603980
14,17,煤炭概念;煤化工概念;超超临界发电;绿色电力;钒电池;碳交易;小金属概念;页岩气;参股保险;储能;核电;融资融券;物联网;沪股通,600157.SH,600157
6,33,参股银行;冰雪产业;农机;注册制次新股;新股与次新股;融资融券,001325.SZ,001325
5,17,流感;生物疫苗;重组蛋白;融资融券;沪股通,688739.SH,688739
32,33,航运概念;统一大市场;跨境电商;Web3.0;区块链;数字经济;数据要素;自由贸易港;华为鲲鹏;AI智能体;ETC;ChatGPT概念;国资云;信创;DeepSeek概念;智慧城市;云计算;阿里巴巴概念;人工智能;安防;智能物流;上海自贸区;华为概念;机器视觉;国企改革;碳中和;碳交易;数据中心;央企国企改革;融资融券;深股通;中字头股票,002401.SZ,002401
7,33,物业管理;旅游概念;参股银行;参股保险;国企改革;互联网金融;股权转让(并购重组),000419.SZ,000419
4,17,减速器;共同富裕示范区;机器人概念;长三角一体化,605055.SH,605055
16,33,土壤修复;污水处理;新型城镇化;PPP概念;足球概念;雄安新区;露营经济;碳交易;水利;体育产业;碳中和;乡村振兴;冰雪产业;旅游概念;京津冀一体化;IP经济(谷子经济),002887.SZ,002887
31,33,证金持股;网约车;智能物流;国企改革;华为汽车;长安汽车概念;车联网(车路协同);俄乌冲突概念;飞行汽车(eVTOL);西部大开发;兵装重组概念;DeepSeek概念;低空经济;深股通;融资融券;一带一路;燃料电池;腾讯概念;央企国企改革;机器人概念;换电概念;无人驾驶;智能座舱;人形机器人;新能源汽车;华为概念;动力电池回收;固态电池;锂电池概念;宁德时代概念;股权转让(并购重组),000625.SZ,000625
12,17,航运概念;中韩自贸区;统一大市场;自由贸易港;上海自贸区;上海国企改革;一带一路;跨境电商;国企改革;海峡两岸;沪股通;融资融券,601083.SH,601083
10,17,绿色电力;生物质能发电;风电;充电桩;储能;国企改革;海工装备;钠离子电池;沪股通;融资融券,603693.SH,603693
5,17,超级品牌;IP经济(谷子经济);智能物流;沪股通;融资融券,603899.SH,603899
3,33,烟草;工业互联网;融资融券,300883.SZ,300883
9,151,阿尔茨海默概念;辅助生殖;创新药;减肥药;专精特新;流感;CRO概念;融资融券;仿制药一致性评价,920017.BJ,920017
5,17,预制菜;跨境电商;代糖概念;创投;沪股通,605300.SH,605300
7,151,共封装光学(CPO);芯片概念;消费电子概念;融资融券;华为海思概念股;汽车电子;专精特新,920981.BJ,920981
7,33,高端装备;燃料电池;储能;军工;安防;蚂蚁集团概念;煤炭概念,002535.SZ,002535
10,17,细胞免疫治疗;基因测序;重组蛋白;辅助生殖;创新药;牙科医疗;肝炎概念;独角兽概念;融资融券;沪股通,600645.SH,600645
7,33,合成生物;预制菜;乡村振兴;一带一路;粤港澳大湾区;数据要素;深股通,001313.SZ,001313
7,33,超级电容;储能;PM2.5;海峡两岸;股权转让(并购重组);深股通;融资融券,300174.SZ,300174
4,33,露营经济;一带一路;国企改革;股权转让(并购重组),300808.SZ,300808
6,17,医疗器械概念;注册制次新股;一带一路;股权转让(并购重组);新股与次新股;融资融券,603014.SH,603014
13,17,农业种植;生态农业;乡村振兴;土地流转;粮食概念;国企改革;光伏建筑一体化;创投;绿色电力;风电;2025年报预增;文化传媒概念;融资融券,600692.SH,600692
14,33,脑机接口;阿尔茨海默概念;基因测序;创新药;仿制药一致性评价;智能医疗;医药电商;AI应用;2025年报预增;人工智能;独角兽概念;创投;京津冀一体化;专精特新,300016.SZ,300016
6,33,地下管网;新型城镇化;体育产业;旅游概念;水利;空气能热泵,002694.SZ,002694
2,33,深股通;融资融券,002958.SZ,002958
7,33,股权转让(并购重组);民营医院;光伏概念;人民币贬值受益;医疗器械概念;TOPCON电池;BC电池,002795.SZ,002795
14,17,钠离子电池;固态电池;磷化工;锂电池概念;宁德时代概念;储能;碳中和;充电桩;比亚迪概念;新能源汽车;污水处理;专精特新;沪股通;融资融券,688275.SH,688275
14,17,国产航母;军民融合;军工;光纤概念;机器视觉;AI眼镜;专精特新;机器人概念;人形机器人;央企国企改革;回购增持再贷款概念;国企改革;沪股通;融资融券,600184.SH,600184
6,17,跨境电商;国企改革;西部大开发;回购增持再贷款概念;2025年报预增;快手概念,600738.SH,600738
10,17,减速器;新型工业化;新能源汽车;机器人概念;专精特新;物联网;工业互联网;风电;沪股通;融资融券,603275.SH,603275
3,17,预制菜;冷链物流;长三角一体化,605089.SH,605089
5,17,创新药;辅助生殖;仿制药一致性评价;医疗器械概念;沪股通,601089.SH,601089
11,17,免税店;参股券商;上海国企改革;IP经济(谷子经济);国企改革;创投;阿里巴巴概念;沪股通;融资融券;华为概念;AI眼镜,600827.SH,600827
10,33,钠离子电池;固态电池;动力电池回收;锂电池概念;储能;比亚迪概念;专精特新;新能源汽车;芯片概念;融资融券,301152.SZ,301152
3,33,天然气;新疆振兴;西部大开发,002700.SZ,002700
4,17,中俄贸易概念;共同富裕示范区;光伏概念;芯片概念,603948.SH,603948
11,17,生物质能发电;绿色电力;医疗废物处理;固废处理;垃圾分类;PPP概念;国企改革;储能;粤港澳大湾区;沪股通;融资融券,601033.SH,601033
2,33,深股通;融资融券,002936.SZ,002936
9,17,动物疫苗;禽流感;宠物经济;医药电商;中俄贸易概念;2025年报预增;创投;沪股通;融资融券,603566.SH,603566
4,17,新型城镇化;共同富裕示范区;养老概念;安防,603208.SH,603208
5,33,房屋检测;光伏建筑一体化;光伏概念;智慧城市;工业互联网,002333.SZ,002333
11,33,稀土永磁;5G;消费电子概念;智能音箱;专精特新;2025年报预增;机器人概念;新能源汽车;一带一路;深股通;融资融券,301141.SZ,301141
13,17,网约车;上海国企改革;旅游概念;上海自贸区;数字经济;无人驾驶;自由贸易港;冷链物流;预制菜;参股券商;国企改革;航运概念;沪股通,600650.SH,600650
5,17,天然气;航运概念;2025年报预增;沪股通;融资融券,603223.SH,603223
