所属概念,股票代码,market_code,code,所属概念数量
柔性直流输电;智能电网;电力物联网;特高压;虚拟电厂;华为数字能源;风电;东数西算(算力);充电桩;数据中心(AIDC);换电概念;高压快充;光伏建筑一体化;海工装备;储能;钒电池;绿色电力;数字孪生;华为概念;光伏概念;人工智能;数字经济;碳中和;工业互联网;新疆振兴;京津冀一体化;高端装备;一带一路;机器人概念;长安汽车概念;比亚迪概念;新能源汽车;锂电池概念;固态电池;股权转让(并购重组);深股通,300444.SZ,33,300444,36
医药电商;中俄贸易概念;智能医疗;AI语料;机器人概念;AI智能体;DeepSeek概念;数据要素;AI应用,605186.SH,17,605186,9
PCB概念;共封装光学(CPO);华为手机;OLED;柔性屏(折叠屏);汽车电子;AI PC;5G;消费电子概念;6G概念;毫米波雷达;英伟达概念;卫星导航;商业航天;特斯拉概念;比亚迪概念;新能源汽车;无人驾驶;华为概念;华为数字能源;沪股通;融资融券,603228.SH,17,603228,22
算力租赁;华为昇腾;云计算;智谱AI;东数西算(算力);数据安全;快手概念;云游戏;网络安全;信创;智慧政务;国产操作系统;数据中心(AIDC);小红书概念;百度概念;数据要素;AIGC概念;AI智能体;虚拟数字人;数字乡村;车联网(车路协同);华为概念;在线教育;DeepSeek概念;人工智能;商业航天;无人驾驶;专精特新;芯片概念;京津冀一体化;创投;一带一路;融资融券;深股通,300846.SZ,33,300846,34
光刻胶;专精特新;染料;光刻机;深股通;融资融券,301209.SZ,33,301209,6
物联网;人工智能;数字孪生;智能物流;专精特新;机器人概念;新型工业化;无人驾驶;比亚迪概念;新能源汽车;人形机器人;融资融券,688251.SH,17,688251,12
云办公;ST板块;在线教育;华为鲲鹏;智慧政务;华为欧拉;国产操作系统;人脸识别;MR(混合现实);云计算;数字乡村;虚拟数字人;信创;智慧城市;鸿蒙概念;安防;空间计算;元宇宙;AIGC概念;AI智能体;阿里巴巴概念;腾讯概念;虚拟现实;物联网;数字孪生;多模态AI;AI视频;人工智能;华为概念;上海自贸区;创投;乡村振兴;5G;低空经济;无人机,603189.SH,22,603189,35
专精特新;消费电子概念;机器人概念;宁德时代概念;低空经济;新能源汽车;智能穿戴;军工;物联网;钙钛矿电池;商业航天;小米汽车;燃料电池;可控核聚变;氢能源;沪股通;融资融券,688386.SH,17,688386,17
养老概念;预制菜;共同富裕示范区;低空经济;深股通;股权转让(并购重组);融资融券,301073.SZ,33,301073,7
三胎概念;医美概念;医药电商;医疗器械概念;人民币贬值受益;深股通,002950.SZ,33,002950,6
丙烯酸;草甘膦;国企改革;股权转让(并购重组);融资融券,300927.SZ,33,300927,5
猴痘概念;肝炎概念;流感;合成生物;融资融券,301089.SZ,33,301089,5
芯片概念;专精特新;人工智能;医疗器械概念;智能医疗;辅助生殖;深股通;融资融券,301235.SZ,33,301235,8
血氧仪;医疗器械概念;重组蛋白;融资融券,301290.SZ,33,301290,4
PCB概念;富士康概念;MicroLED概念;5G;光刻机;消费电子概念;芯片概念;AI眼镜;汽车电子;商业航天;机器视觉;光刻胶;比亚迪概念;专精特新;新型工业化;高端装备;锂电池概念;海峡两岸;福建自贸区;多模态AI;人工智能;深股通;融资融券,301568.SZ,33,301568,23
存储芯片;东数西算(算力);数据中心(AIDC);芯片概念;数据安全;卫星导航;云计算;信创;国产操作系统;军工信息化;专精特新;军工;深股通;融资融券,300302.SZ,33,300302,14
钙钛矿电池;商业航天;风电;HJT电池;绿色电力;光伏建筑一体化;储能;阿里巴巴概念;海工装备;人工智能;高端装备;光伏概念;氢能源;粤港澳大湾区;芯片概念;融资融券;沪股通,601615.SH,17,601615,17
军民融合;专精特新;军工信息化;军工;黑龙江自贸区;沪股通;融资融券,688011.SH,17,688011,7
ST板块;机器人概念;燃料电池;氢能源;新能源汽车;锂电池概念;宁德时代概念;煤化工概念;固态电池,603959.SH,22,603959,9
军工;铜缆高速连接;无人机;卫星导航;融资融券;西部大开发;商业航天;华为概念;毫米波雷达;量子科技;芯片概念;国企改革;央企国企改革;军民融合;5G;军工信息化;低空经济;专精特新,920640.BJ,151,920640,18
算力租赁;东数西算(算力);数据中心(AIDC);液冷服务器;芯片概念;超级电容;华为概念;AI应用;储能;人形机器人;锂电池概念;PVDF概念;氟化工概念;消毒剂;沪股通;融资融券;煤炭概念,600673.SH,17,600673,17
可降解塑料;土地流转;玉米;参股银行;乡村振兴;农业种植,300829.SZ,33,300829,6
光纤概念;5G;特高压;智能电网;专精特新;西部大开发,000586.SZ,33,000586,6
算力租赁;EDR概念;英伟达概念;东数西算(算力);云游戏;云计算;共封装光学(CPO);存储芯片;数据中心(AIDC);5G;芯片概念;腾讯概念;智能音箱;消费电子概念;汽车电子;AI眼镜;2026一季报预增;AI智能体;人脸识别;安防;车联网(车路协同);智能穿戴;小米概念;物联网;AIGC概念;AI应用;AI视频;DeepSeek概念;人工智能;粤港澳大湾区;短剧游戏;机器人概念;人形机器人;智能家居;网络游戏;人民币贬值受益;净水概念;家用电器;跨境电商;融资融券;深股通,300857.SZ,33,300857,41
AI PC;F5G概念;富士康概念;数据中心(AIDC);小米汽车;华为概念;5G;特斯拉概念;AI眼镜;机器人概念;华为汽车;消费电子概念;汽车电子;新能源汽车;人民币贬值受益;人形机器人;比亚迪概念;液冷服务器;沪股通;融资融券,603890.SH,17,603890,20
国企改革;海工装备;新能源汽车;深股通,002427.SZ,33,002427,4
液冷服务器;东数西算(算力);数据中心(AIDC);算力租赁;5G;量子科技;智能电网;华为概念;腾讯概念;阿里巴巴概念;小红书概念;无人驾驶;智慧政务;AI智能体;光伏概念;储能;人工智能;DeepSeek概念;核电;海工装备;数字经济;海峡两岸;高铁;锂电池概念;福建自贸区;氢能源;深股通;融资融券,002335.SZ,33,002335,28
东数西算(算力);云办公;云计算;云游戏;数据安全;5G;华为鲲鹏;智慧政务;腾讯概念;抖音概念(字节概念);华为概念;阿里巴巴概念;物联网;鸿蒙概念;AI智能体;AIGC概念;智慧城市;数据要素;元宇宙;华为手机;AI应用;人工智能;粤港澳大湾区;DeepSeek概念;数字经济;智能家居;蚂蚁集团概念;互联网金融;深股通;融资融券,301382.SZ,33,301382,30
电力物联网;虚拟电厂;智能电网;充电桩;储能;锂电池概念;绿色电力;新能源汽车;机器人概念;一带一路;深股通;融资融券,002121.SZ,33,002121,12
创新药;仿制药一致性评价;辅助生殖;医疗器械概念;沪股通,601089.SH,17,601089,5
金属铅;金属锌;黄金概念;金属铜;小金属概念;一带一路;人民币贬值受益;西部大开发;沪股通;融资融券,601020.SH,17,601020,10
三胎概念;乡村振兴;土地流转;碳中和;白酒概念;国企改革;碳交易;沪股通,600189.SH,17,600189,8
英伟达概念;存储芯片;注册制次新股;快手概念;数据中心(AIDC);小红书概念;专精特新;抖音概念(字节概念);阿里巴巴概念;腾讯概念;百度概念;DeepSeek概念;新股与次新股;融资融券,301666.SZ,33,301666,14
减速器;人形机器人;股权转让(并购重组);智能座舱;汽车电子;智能穿戴;消费电子概念;比亚迪概念;AI眼镜;机器人概念;新能源汽车;长安汽车概念;无人驾驶;飞行汽车(eVTOL);军工;低空经济;PCB概念;风电;国企改革;深股通,002708.SZ,33,002708,20
多模态AI;物联网;AI应用;AI智能体;新股与次新股;融资融券;人民币贬值受益,920036.BJ,151,920036,7
人工智能;量子科技;机器人概念;雅下水电概念;一带一路;雄安新区;新型城镇化;装配式建筑;光伏概念;深股通;融资融券,300986.SZ,33,300986,11
小米概念;机器人概念;家用电器;智能家居;医疗器械概念;养老概念;融资融券,301502.SZ,33,301502,7
太赫兹;6G概念;卫星导航;商业航天;毫米波雷达;军工信息化;5G;芯片概念;汽车电子;军工;军民融合;低空经济;物联网;华为概念;无人驾驶;车联网(车路协同);智能电网;粤港澳大湾区;深股通;融资融券,002446.SZ,33,002446,20
碳中和;深股通,001376.SZ,33,001376,2
算力租赁;华为昇腾;东数西算(算力);华为鲲鹏;数据中心(AIDC);快手概念;智慧政务;抖音概念(字节概念);百度概念;腾讯概念;阿里巴巴概念;小红书概念;AI智能体;华为概念;AI应用;DeepSeek概念;数字经济;富士康概念;共封装光学(CPO);京津冀一体化;一带一路;深股通;融资融券,301085.SZ,33,301085,23
虚拟电厂;碳交易;绿色电力;智能电网;AI应用;风电;储能;人工智能;光伏概念;专精特新;深股通;融资融券,301162.SZ,33,301162,12
钛白粉概念;金属钴;石墨电极;养老概念;小金属概念;钒电池;锂电池概念;固态电池;氢能源;宁德时代概念;高股息精选;天然气;深股通;融资融券,002601.SZ,33,002601,14
PEEK材料;3D打印;锂电池概念;深股通;融资融券,301069.SZ,33,301069,5
维生素;合成生物;专精特新,603079.SH,17,603079,3
柔性屏(折叠屏);消费电子概念;专精特新;3D打印;军工;动力电池回收;特钢概念;新能源汽车;融资融券,688786.SH,17,688786,9
人形机器人;机器人概念;商业航天;军民融合;智能穿戴;中俄贸易概念;C2M概念;跨境电商;深股通;融资融券,300918.SZ,33,300918,10
流感;养老概念;智能医疗;股权转让(并购重组),000590.SZ,33,000590,4
电力物联网;柔性直流输电;特高压;智能电网;抽水蓄能;核电;家庭医生;专精特新;智能医疗;血氧仪;水利;基因测序;医疗器械概念;深股通;融资融券,300018.SZ,33,300018,15
互联网金融;区块链;鸿蒙概念;智慧政务;国产操作系统;AI应用;华为鲲鹏;虚拟数字人;AIGC概念;智慧城市;信创;人工智能;人脸识别;数据安全;语音技术;智能医疗;京津冀一体化;云计算;雄安新区;物业管理;天津自贸区;沪股通,603106.SH,17,603106,22
DRG/DIP;云计算;网络安全;智慧政务;华为欧拉;华为鲲鹏;信创;鸿蒙概念;多模态AI;AI应用;智慧城市;DeepSeek概念;人工智能;数字孪生;数字经济;智能医疗;在线教育;独角兽概念;华为概念;机器人概念;虚拟现实;数据中心(AIDC);专精特新;智能电网;国企改革;光伏概念;ST板块,300290.SZ,33,300290,27
铜缆高速连接;6G概念;5G;液冷服务器;数据中心(AIDC);卫星导航;毫米波雷达;高压快充;商业航天;比亚迪概念;专精特新;光伏概念;充电桩;人形机器人;军工;特斯拉概念;储能;新能源汽车;换电概念;低空经济;机器人概念;军民融合;飞行汽车(eVTOL);医疗器械概念;沪股通;融资融券,688800.SH,17,688800,26
第三代半导体;芯片概念;中芯国际概念;钙钛矿电池;光伏概念;股权转让(并购重组),300554.SZ,33,300554,6
天然气;俄乌冲突概念;股权转让(并购重组);地下管网;污水处理;碳中和;垃圾分类;国企改革;氢能源;碳交易;一带一路;海工装备;人民币贬值受益;云计算;融资融券,002554.SZ,33,002554,15
专精特新;智能家居;光伏概念;智能电网;新能源汽车;小米概念;汽车电子;融资融券,301295.SZ,33,301295,8
流感;医疗器械概念;智能医疗;注册制次新股;国企改革;机器人概念;深股通;新股与次新股;融资融券,301584.SZ,33,301584,9
家用电器;汽车热管理;冷链物流;智能家居;国企改革;高股息精选;新能源汽车;锂电池概念;融资融券;深股通,000404.SZ,33,000404,10
装配式建筑;雅下水电概念;雄安新区;国企改革;央企国企改革;建筑节能;光伏建筑一体化;DeepSeek概念;深股通;融资融券,000786.SZ,33,000786,10
共封装光学(CPO);苹果概念;富士康概念;机器视觉;光纤概念;华为手机;新型工业化;芯片概念;消费电子概念;人形机器人;MR(混合现实);MicroLED概念;空间计算;小米概念;专精特新;虚拟现实;机器人概念;无人机;数据中心(AIDC);华为概念;宁德时代概念;Web3.0;智谱AI;元宇宙;AI视频;光伏概念;人工智能;锂电池概念;AIGC概念;数字经济;虚拟数字人;玻璃基板;沪股通;融资融券,688400.SH,17,688400,34
跨境电商;注册制次新股;粤港澳大湾区;深股通;新股与次新股;融资融券,001221.SZ,33,001221,6
PCB概念;PET铜箔;华为手机;芯片概念;固态电池;专精特新;光伏概念;锂电池概念;HJT电池;高端装备;海峡两岸;玻璃基板;融资融券;沪股通,688700.SH,17,688700,14
PCB概念;工业母机;数据中心(AIDC);芯片概念;专精特新;消费电子概念;比亚迪概念;新能源汽车;智能电网;第三代半导体;光伏概念;锂电池概念;固态电池;储能;光伏建筑一体化;医疗器械概念,300283.SZ,33,300283,16
手机游戏;网络游戏;虚拟现实;元宇宙;抖音概念(字节概念);深股通,002919.SZ,33,002919,6
海峡两岸;风电;国企改革;股权转让(并购重组),002802.SZ,33,002802,4
减速器;工业母机;人形机器人;机器人概念;高端装备;专精特新;创投;京津冀一体化;深股通;融资融券,301261.SZ,33,301261,10
光纤概念;铜缆高速连接;F5G概念;共封装光学(CPO);6G概念;WiFi 6;PCB概念;富士康概念;芯片概念;5G;汽车电子;卫星导航;商业航天;毫米波雷达;数据中心(AIDC);军工;无线耳机;新能源汽车;国产航母;东数西算(算力);军民融合;华为概念;粤港澳大湾区;物联网;车联网(车路协同);人工智能;深股通,300252.SZ,33,300252,27
智能电网;电力物联网;特高压;东数西算(算力);数据中心(AIDC);虚拟电厂;核电;充电桩;风电;腾讯概念;光伏概念;储能;专精特新;宁德时代概念;氟化工概念;深股通,300617.SZ,33,300617,16
粤港澳大湾区;专精特新;创投;PCB概念;深股通;融资融券,301618.SZ,33,301618,6
光热发电;储能;光伏建筑一体化;光伏概念;一带一路;人民币贬值受益;机器人概念;沪股通;融资融券,688408.SH,17,688408,9
存储芯片;汽车芯片;PCB概念;WiFi 6;芯片概念;消费电子概念;锂电池概念;比亚迪概念;硅能源;小金属概念;新能源汽车;粤港澳大湾区;无人驾驶;信创;创投;深股通,002213.SZ,33,002213,16
海峡两岸;农机;低空经济;无人机;机器人概念,603879.SH,17,603879,5
数据中心(AIDC);存储芯片;房屋检测;消费电子概念;芯片概念;水利;地下管网;新型城镇化;先进封装;碳中和;PPP概念;污水处理;共同富裕示范区;特色小镇,603316.SH,17,603316,14
